ID,Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load
409,0.74,686.0,245.0,220.5,3.5,2,0.25,3,11.8
410,0.74,686.0,245.0,220.5,3.5,3,0.25,3,12.03
411,0.74,686.0,245.0,220.5,3.5,4,0.25,3,11.98
412,0.74,686.0,245.0,220.5,3.5,5,0.25,3,11.69
413,0.71,710.5,269.5,220.5,3.5,2,0.25,3,12.41
414,0.71,710.5,269.5,220.5,3.5,3,0.25,3,12.28
415,0.71,710.5,269.5,220.5,3.5,4,0.25,3,12.1
416,0.71,710.5,269.5,220.5,3.5,5,0.25,3,12.19
417,0.69,735.0,294.0,220.5,3.5,2,0.25,3,12.34
418,0.69,735.0,294.0,220.5,3.5,3,0.25,3,12.46
419,0.69,735.0,294.0,220.5,3.5,4,0.25,3,12.31
420,0.69,735.0,294.0,220.5,3.5,5,0.25,3,12.12
421,0.66,759.5,318.5,220.5,3.5,2,0.25,3,12.97
422,0.66,759.5,318.5,220.5,3.5,3,0.25,3,13.01
423,0.66,759.5,318.5,220.5,3.5,4,0.25,3,12.74
424,0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.84
425,0.64,784.0,343.0,220.5,3.5,2,0.25,3,16.83
426,0.64,784.0,343.0,220.5,3.5,3,0.25,3,16.93
427,0.64,784.0,343.0,220.5,3.5,4,0.25,3,16.66
428,0.64,784.0,343.0,220.5,3.5,5,0.25,3,16.86
429,0.62,808.5,367.5,220.5,3.5,2,0.25,3,13.91
430,0.62,808.5,367.5,220.5,3.5,3,0.25,3,14.34
431,0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.95
432,0.62,808.5,367.5,220.5,3.5,5,0.25,3,13.99
433,0.98,514.5,294.0,110.25,7.0,2,0.25,4,28.7
434,0.98,514.5,294.0,110.25,7.0,3,0.25,4,28.55
435,0.98,514.5,294.0,110.25,7.0,4,0.25,4,28.15
436,0.98,514.5,294.0,110.25,7.0,5,0.25,4,28.62
437,0.9,563.5,318.5,122.5,7.0,2,0.25,4,32.67
438,0.9,563.5,318.5,122.5,7.0,3,0.25,4,31.69
439,0.9,563.5,318.5,122.5,7.0,4,0.25,4,32.07
440,0.9,563.5,318.5,122.5,7.0,5,0.25,4,33.28
441,0.86,588.0,294.0,147.0,7.0,2,0.25,4,29.47
442,0.86,588.0,294.0,147.0,7.0,3,0.25,4,28.42
443,0.86,588.0,294.0,147.0,7.0,4,0.25,4,29.08
444,0.86,588.0,294.0,147.0,7.0,5,0.25,4,29.88
445,0.82,612.5,318.5,147.0,7.0,2,0.25,4,25.66
446,0.82,612.5,318.5,147.0,7.0,3,0.25,4,24.96
447,0.82,612.5,318.5,147.0,7.0,4,0.25,4,25.43
448,0.82,612.5,318.5,147.0,7.0,5,0.25,4,26.0
449,0.79,637.0,343.0,147.0,7.0,2,0.25,4,40.0
450,0.79,637.0,343.0,147.0,7.0,3,0.25,4,38.84
451,0.79,637.0,343.0,147.0,7.0,4,0.25,4,38.33
452,0.79,637.0,343.0,147.0,7.0,5,0.25,4,40.12
453,0.76,661.5,416.5,122.5,7.0,2,0.25,4,36.95
454,0.76,661.5,416.5,122.5,7.0,3,0.25,4,36.45
455,0.76,661.5,416.5,122.5,7.0,4,0.25,4,36.81
456,0.76,661.5,416.5,122.5,7.0,5,0.25,4,36.26
457,0.74,686.0,245.0,220.5,3.5,2,0.25,4,12.32
458,0.74,686.0,245.0,220.5,3.5,3,0.25,4,12.3
459,0.74,686.0,245.0,220.5,3.5,4,0.25,4,12.18
460,0.74,686.0,245.0,220.5,3.5,5,0.25,4,12.43
461,0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36
462,0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49
463,0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.17
464,0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28
465,0.69,735.0,294.0,220.5,3.5,2,0.25,4,12.91
466,0.69,735.0,294.0,220.5,3.5,3,0.25,4,12.95
467,0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.67
468,0.69,735.0,294.0,220.5,3.5,5,0.25,4,12.86
469,0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.95
470,0.66,759.5,318.5,220.5,3.5,3,0.25,4,13.0
471,0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.86
472,0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92
473,0.64,784.0,343.0,220.5,3.5,2,0.25,4,16.99
474,0.64,784.0,343.0,220.5,3.5,3,0.25,4,16.69
475,0.64,784.0,343.0,220.5,3.5,4,0.25,4,16.56
476,0.64,784.0,343.0,220.5,3.5,5,0.25,4,16.62
477,0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33
478,0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61
479,0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61
480,0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65
481,0.98,514.5,294.0,110.25,7.0,2,0.25,5,28.69
482,0.98,514.5,294.0,110.25,7.0,3,0.25,5,28.58
483,0.98,514.5,294.0,110.25,7.0,4,0.25,5,28.15
484,0.98,514.5,294.0,110.25,7.0,5,0.25,5,28.61
485,0.9,563.5,318.5,122.5,7.0,2,0.25,5,33.13
486,0.9,563.5,318.5,122.5,7.0,3,0.25,5,32.31
487,0.9,563.5,318.5,122.5,7.0,4,0.25,5,31.53
488,0.9,563.5,318.5,122.5,7.0,5,0.25,5,32.46
489,0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.71
490,0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.09
491,0.86,588.0,294.0,147.0,7.0,4,0.25,5,28.31
492,0.86,588.0,294.0,147.0,7.0,5,0.25,5,29.39
493,0.82,612.5,318.5,147.0,7.0,2,0.25,5,25.7
494,0.82,612.5,318.5,147.0,7.0,3,0.25,5,25.17
495,0.82,612.5,318.5,147.0,7.0,4,0.25,5,24.6
496,0.82,612.5,318.5,147.0,7.0,5,0.25,5,25.49
497,0.79,637.0,343.0,147.0,7.0,2,0.25,5,39.89
498,0.79,637.0,343.0,147.0,7.0,3,0.25,5,39.83
499,0.79,637.0,343.0,147.0,7.0,4,0.25,5,39.01
500,0.79,637.0,343.0,147.0,7.0,5,0.25,5,38.65
501,0.76,661.5,416.5,122.5,7.0,2,0.25,5,35.69
502,0.76,661.5,416.5,122.5,7.0,3,0.25,5,36.64
503,0.76,661.5,416.5,122.5,7.0,4,0.25,5,36.06
504,0.76,661.5,416.5,122.5,7.0,5,0.25,5,36.7
505,0.74,686.0,245.0,220.5,3.5,2,0.25,5,12.12
506,0.74,686.0,245.0,220.5,3.5,3,0.25,5,11.67
507,0.74,686.0,245.0,220.5,3.5,4,0.25,5,11.64
508,0.74,686.0,245.0,220.5,3.5,5,0.25,5,12.02
509,0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27
510,0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19
511,0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25
512,0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27
513,0.69,735.0,294.0,220.5,3.5,2,0.25,5,12.47
514,0.69,735.0,294.0,220.5,3.5,3,0.25,5,12.12
515,0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.18
516,0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.47
517,0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93
518,0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82
519,0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78
520,0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02
521,0.64,784.0,343.0,220.5,3.5,2,0.25,5,16.73
522,0.64,784.0,343.0,220.5,3.5,3,0.25,5,16.86
523,0.64,784.0,343.0,220.5,3.5,4,0.25,5,16.76
524,0.64,784.0,343.0,220.5,3.5,5,0.25,5,16.92
525,0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68
526,0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99
527,0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16
528,0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86
529,0.98,514.5,294.0,110.25,7.0,2,0.4,1,32.26
530,0.98,514.5,294.0,110.25,7.0,3,0.4,1,32.26
531,0.98,514.5,294.0,110.25,7.0,4,0.4,1,32.49
532,0.98,514.5,294.0,110.25,7.0,5,0.4,1,32.53
533,0.9,563.5,318.5,122.5,7.0,2,0.4,1,36.47
534,0.9,563.5,318.5,122.5,7.0,3,0.4,1,37.24
535,0.9,563.5,318.5,122.5,7.0,4,0.4,1,36.66
536,0.9,563.5,318.5,122.5,7.0,5,0.4,1,35.96
537,0.86,588.0,294.0,147.0,7.0,2,0.4,1,31.89
538,0.86,588.0,294.0,147.0,7.0,3,0.4,1,32.39
539,0.86,588.0,294.0,147.0,7.0,4,0.4,1,32.09
540,0.86,588.0,294.0,147.0,7.0,5,0.4,1,31.29
541,0.82,612.5,318.5,147.0,7.0,2,0.4,1,29.22
542,0.82,612.5,318.5,147.0,7.0,3,0.4,1,29.91
543,0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.53
544,0.82,612.5,318.5,147.0,7.0,5,0.4,1,28.65
545,0.79,637.0,343.0,147.0,7.0,2,0.4,1,41.4
546,0.79,637.0,343.0,147.0,7.0,3,0.4,1,42.62
547,0.79,637.0,343.0,147.0,7.0,4,0.4,1,42.5
548,0.79,637.0,343.0,147.0,7.0,5,0.4,1,41.67
549,0.76,661.5,416.5,122.5,7.0,2,0.4,1,40.78
550,0.76,661.5,416.5,122.5,7.0,3,0.4,1,39.97
551,0.76,661.5,416.5,122.5,7.0,4,0.4,1,40.71
552,0.76,661.5,416.5,122.5,7.0,5,0.4,1,40.43
553,0.74,686.0,245.0,220.5,3.5,2,0.4,1,14.52
554,0.74,686.0,245.0,220.5,3.5,3,0.4,1,14.61
555,0.74,686.0,245.0,220.5,3.5,4,0.4,1,14.5
556,0.74,686.0,245.0,220.5,3.5,5,0.4,1,14.55
557,0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51
558,0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6
559,0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5
560,0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58
561,0.69,735.0,294.0,220.5,3.5,2,0.4,1,14.51
562,0.69,735.0,294.0,220.5,3.5,3,0.4,1,14.7
563,0.69,735.0,294.0,220.5,3.5,4,0.4,1,14.42
564,0.69,735.0,294.0,220.5,3.5,5,0.4,1,14.42
565,0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23
566,0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23
567,0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23
568,0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23
569,0.64,784.0,343.0,220.5,3.5,2,0.4,1,19.52
570,0.64,784.0,343.0,220.5,3.5,3,0.4,1,19.36
571,0.64,784.0,343.0,220.5,3.5,4,0.4,1,19.48
572,0.64,784.0,343.0,220.5,3.5,5,0.4,1,19.42
573,0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09
574,0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17
575,0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14
576,0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14
577,0.98,514.5,294.0,110.25,7.0,2,0.4,2,32.82
578,0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.71
579,0.98,514.5,294.0,110.25,7.0,4,0.4,2,32.24
580,0.98,514.5,294.0,110.25,7.0,5,0.4,2,32.72
581,0.9,563.5,318.5,122.5,7.0,2,0.4,2,35.84
582,0.9,563.5,318.5,122.5,7.0,3,0.4,2,36.57
583,0.9,563.5,318.5,122.5,7.0,4,0.4,2,36.06
584,0.9,563.5,318.5,122.5,7.0,5,0.4,2,35.69
585,0.86,588.0,294.0,147.0,7.0,2,0.4,2,32.48
586,0.86,588.0,294.0,147.0,7.0,3,0.4,2,32.74
587,0.86,588.0,294.0,147.0,7.0,4,0.4,2,32.13
588,0.86,588.0,294.0,147.0,7.0,5,0.4,2,31.64
589,0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.95
590,0.82,612.5,318.5,147.0,7.0,3,0.4,2,29.49
591,0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.64
592,0.82,612.5,318.5,147.0,7.0,5,0.4,2,28.01
593,0.79,637.0,343.0,147.0,7.0,2,0.4,2,41.64
594,0.79,637.0,343.0,147.0,7.0,3,0.4,2,43.1
595,0.79,637.0,343.0,147.0,7.0,4,0.4,2,42.74
596,0.79,637.0,343.0,147.0,7.0,5,0.4,2,41.92
597,0.76,661.5,416.5,122.5,7.0,2,0.4,2,40.78
598,0.76,661.5,416.5,122.5,7.0,3,0.4,2,40.15
599,0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.57
600,0.76,661.5,416.5,122.5,7.0,5,0.4,2,40.42
601,0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.54
602,0.74,686.0,245.0,220.5,3.5,3,0.4,2,14.45
603,0.74,686.0,245.0,220.5,3.5,4,0.4,2,14.18
604,0.74,686.0,245.0,220.5,3.5,5,0.4,2,14.5
605,0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7
606,0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66
607,0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4
608,0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71
609,0.69,735.0,294.0,220.5,3.5,2,0.4,2,14.75
610,0.69,735.0,294.0,220.5,3.5,3,0.4,2,14.71
611,0.69,735.0,294.0,220.5,3.5,4,0.4,2,14.33
612,0.69,735.0,294.0,220.5,3.5,5,0.4,2,14.62
613,0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34
614,0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29
615,0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09
616,0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3
617,0.64,784.0,343.0,220.5,3.5,2,0.4,2,19.2
618,0.64,784.0,343.0,220.5,3.5,3,0.4,2,18.88
619,0.64,784.0,343.0,220.5,3.5,4,0.4,2,18.9
620,0.64,784.0,343.0,220.5,3.5,5,0.4,2,19.12
621,0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76
622,0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23
623,0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26
624,0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15
625,0.98,514.5,294.0,110.25,7.0,2,0.4,3,32.82
626,0.98,514.5,294.0,110.25,7.0,3,0.4,3,32.69
627,0.98,514.5,294.0,110.25,7.0,4,0.4,3,32.23
628,0.98,514.5,294.0,110.25,7.0,5,0.4,3,32.75
629,0.9,563.5,318.5,122.5,7.0,2,0.4,3,34.24
630,0.9,563.5,318.5,122.5,7.0,3,0.4,3,34.95
631,0.9,563.5,318.5,122.5,7.0,4,0.4,3,35.05
632,0.9,563.5,318.5,122.5,7.0,5,0.4,3,34.29
633,0.86,588.0,294.0,147.0,7.0,2,0.4,3,31.28
634,0.86,588.0,294.0,147.0,7.0,3,0.4,3,32.12
635,0.86,588.0,294.0,147.0,7.0,4,0.4,3,32.05
636,0.86,588.0,294.0,147.0,7.0,5,0.4,3,31.84
637,0.82,612.5,318.5,147.0,7.0,2,0.4,3,28.67
638,0.82,612.5,318.5,147.0,7.0,3,0.4,3,29.67
639,0.82,612.5,318.5,147.0,7.0,4,0.4,3,29.47
640,0.82,612.5,318.5,147.0,7.0,5,0.4,3,28.91
641,0.79,637.0,343.0,147.0,7.0,2,0.4,3,41.26
642,0.79,637.0,343.0,147.0,7.0,3,0.4,3,41.3
643,0.79,637.0,343.0,147.0,7.0,4,0.4,3,42.49
644,0.79,637.0,343.0,147.0,7.0,5,0.4,3,42.08
645,0.76,661.5,416.5,122.5,7.0,2,0.4,3,39.32
646,0.76,661.5,416.5,122.5,7.0,3,0.4,3,39.84
647,0.76,661.5,416.5,122.5,7.0,4,0.4,3,38.89
648,0.76,661.5,416.5,122.5,7.0,5,0.4,3,39.68
649,0.74,686.0,245.0,220.5,3.5,2,0.4,3,13.97
650,0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.22
651,0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.1
652,0.74,686.0,245.0,220.5,3.5,5,0.4,3,13.78
653,0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07
654,0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03
655,0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94
656,0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86
657,0.69,735.0,294.0,220.5,3.5,2,0.4,3,14.32
658,0.69,735.0,294.0,220.5,3.5,3,0.4,3,14.56
659,0.69,735.0,294.0,220.5,3.5,4,0.4,3,14.33
660,0.69,735.0,294.0,220.5,3.5,5,0.4,3,14.08
661,0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16
662,0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18
663,0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72
664,0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9
665,0.64,784.0,343.0,220.5,3.5,2,0.4,3,18.48
666,0.64,784.0,343.0,220.5,3.5,3,0.4,3,18.71
667,0.64,784.0,343.0,220.5,3.5,4,0.4,3,18.48
668,0.64,784.0,343.0,220.5,3.5,5,0.4,3,18.46
669,0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47
670,0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35
671,0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55
672,0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74
673,0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.85
674,0.98,514.5,294.0,110.25,7.0,3,0.4,4,32.67
675,0.98,514.5,294.0,110.25,7.0,4,0.4,4,32.21
676,0.98,514.5,294.0,110.25,7.0,5,0.4,4,32.74
677,0.9,563.5,318.5,122.5,7.0,2,0.4,4,36.45
678,0.9,563.5,318.5,122.5,7.0,3,0.4,4,35.73
679,0.9,563.5,318.5,122.5,7.0,4,0.4,4,35.4
680,0.9,563.5,318.5,122.5,7.0,5,0.4,4,36.57
681,0.86,588.0,294.0,147.0,7.0,2,0.4,4,32.38
682,0.86,588.0,294.0,147.0,7.0,3,0.4,4,31.66
683,0.86,588.0,294.0,147.0,7.0,4,0.4,4,32.15
684,0.86,588.0,294.0,147.0,7.0,5,0.4,4,32.75
685,0.82,612.5,318.5,147.0,7.0,2,0.4,4,28.93
686,0.82,612.5,318.5,147.0,7.0,3,0.4,4,28.05
687,0.82,612.5,318.5,147.0,7.0,4,0.4,4,28.64
688,0.82,612.5,318.5,147.0,7.0,5,0.4,4,29.52
689,0.79,637.0,343.0,147.0,7.0,2,0.4,4,42.77
690,0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.73
691,0.79,637.0,343.0,147.0,7.0,4,0.4,4,41.32
692,0.79,637.0,343.0,147.0,7.0,5,0.4,4,42.96
693,0.76,661.5,416.5,122.5,7.0,2,0.4,4,40.68
694,0.76,661.5,416.5,122.5,7.0,3,0.4,4,40.4
695,0.76,661.5,416.5,122.5,7.0,4,0.4,4,40.6
696,0.76,661.5,416.5,122.5,7.0,5,0.4,4,40.11
697,0.74,686.0,245.0,220.5,3.5,2,0.4,4,14.37
698,0.74,686.0,245.0,220.5,3.5,3,0.4,4,14.48
699,0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.32
700,0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.44
701,0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6
702,0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7
703,0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47
704,0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66
705,0.69,735.0,294.0,220.5,3.5,2,0.4,4,14.54
706,0.69,735.0,294.0,220.5,3.5,3,0.4,4,14.62
707,0.69,735.0,294.0,220.5,3.5,4,0.4,4,14.53
708,0.69,735.0,294.0,220.5,3.5,5,0.4,4,14.71
709,0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34
710,0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29
711,0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09
712,0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3
713,0.64,784.0,343.0,220.5,3.5,2,0.4,4,19.06
714,0.64,784.0,343.0,220.5,3.5,3,0.4,4,19.13
715,0.64,784.0,343.0,220.5,3.5,4,0.4,4,19.0
716,0.64,784.0,343.0,220.5,3.5,5,0.4,4,18.84
717,0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44
718,0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9
719,0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94
720,0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77
721,0.98,514.5,294.0,110.25,7.0,2,0.4,5,32.84
722,0.98,514.5,294.0,110.25,7.0,3,0.4,5,32.72
723,0.98,514.5,294.0,110.25,7.0,4,0.4,5,32.21
724,0.98,514.5,294.0,110.25,7.0,5,0.4,5,32.73
725,0.9,563.5,318.5,122.5,7.0,2,0.4,5,35.67
726,0.9,563.5,318.5,122.5,7.0,3,0.4,5,35.01
727,0.9,563.5,318.5,122.5,7.0,4,0.4,5,34.72
728,0.9,563.5,318.5,122.5,7.0,5,0.4,5,35.24
729,0.86,588.0,294.0,147.0,7.0,2,0.4,5,32.31
730,0.86,588.0,294.0,147.0,7.0,3,0.4,5,31.81
731,0.86,588.0,294.0,147.0,7.0,4,0.4,5,31.12
732,0.86,588.0,294.0,147.0,7.0,5,0.4,5,32.06
733,0.82,612.5,318.5,147.0,7.0,2,0.4,5,30.0
734,0.82,612.5,318.5,147.0,7.0,3,0.4,5,29.5
735,0.82,612.5,318.5,147.0,7.0,4,0.4,5,29.06
736,0.82,612.5,318.5,147.0,7.0,5,0.4,5,29.92
737,0.79,637.0,343.0,147.0,7.0,2,0.4,5,42.11
738,0.79,637.0,343.0,147.0,7.0,3,0.4,5,41.96
739,0.79,637.0,343.0,147.0,7.0,4,0.4,5,41.09
740,0.79,637.0,343.0,147.0,7.0,5,0.4,5,40.79
741,0.76,661.5,416.5,122.5,7.0,2,0.4,5,38.82
742,0.76,661.5,416.5,122.5,7.0,3,0.4,5,39.72
743,0.76,661.5,416.5,122.5,7.0,4,0.4,5,39.31
744,0.76,661.5,416.5,122.5,7.0,5,0.4,5,39.86
745,0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.41
746,0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.19
747,0.74,686.0,245.0,220.5,3.5,4,0.4,5,14.17
748,0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.39
749,0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43
750,0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63
751,0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76
752,0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42
753,0.69,735.0,294.0,220.5,3.5,2,0.4,5,14.12
754,0.69,735.0,294.0,220.5,3.5,3,0.4,5,14.28
755,0.69,735.0,294.0,220.5,3.5,4,0.4,5,14.37
756,0.69,735.0,294.0,220.5,3.5,5,0.4,5,14.21
757,0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96
758,0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92
759,0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92
760,0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16
761,0.64,784.0,343.0,220.5,3.5,2,0.4,5,17.69
762,0.64,784.0,343.0,220.5,3.5,3,0.4,5,18.19
763,0.64,784.0,343.0,220.5,3.5,4,0.4,5,18.16
764,0.64,784.0,343.0,220.5,3.5,5,0.4,5,17.88
765,0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54
766,0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44
767,0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48
768,0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64
